Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
196714,USB-C Charging Cable,1,11.95,06/08/19 16:13,"939 12th St, Seattle, WA 98101"
196715,Apple Airpods Headphones,1,150,06/12/19 14:45,"765 Walnut St, Portland, OR 97035"
196716,iPhone,1,700,06/11/19 19:21,"901 Meadow St, Boston, MA 02215"
196717,AAA Batteries (4-pack),3,2.99,06/25/19 12:26,"651 Lake St, Austin, TX 73301"
196718,AA Batteries (4-pack),1,3.84,06/07/19 15:38,"316 River St, Los Angeles, CA 90001"
196719,ThinkPad Laptop,1,999.99,06/13/19 12:49,"603 West St, Austin, TX 73301"
196720,AAA Batteries (4-pack),1,2.99,06/28/19 10:19,"809 South St, San Francisco, CA 94016"
196721,AA Batteries (4-pack),2,3.84,06/29/19 08:24,"597 Lakeview St, Atlanta, GA 30301"
196722,27in FHD Monitor,1,149.99,06/10/19 15:24,"246 5th St, Seattle, WA 98101"
196723,AAA Batteries (4-pack),1,2.99,06/07/19 22:19,"431 Cherry St, Portland, OR 97035"
196724,ThinkPad Laptop,1,999.99,06/24/19 20:26,"30 Johnson St, Seattle, WA 98101"
196725,USB-C Charging Cable,1,11.95,06/22/19 11:53,"734 Wilson St, Atlanta, GA 30301"
196726,Wired Headphones,1,11.99,06/21/19 12:48,"48 Jefferson St, Boston, MA 02215"
196727,USB-C Charging Cable,1,11.95,06/04/19 14:32,"769 Park St, Portland, OR 97035"
196728,Bose SoundSport Headphones,1,99.99,06/14/19 11:01,"984 Hill St, New York City, NY 10001"
196729,USB-C Charging Cable,1,11.95,06/03/19 20:32,"903 Madison St, New York City, NY 10001"
196730,Lightning Charging Cable,2,14.95,06/09/19 08:59,"485 2nd St, Atlanta, GA 30301"
196731,27in FHD Monitor,1,149.99,06/01/19 18:37,"737 1st St, San Francisco, CA 94016"
196732,Wired Headphones,1,11.99,06/20/19 21:42,"74 Hill St, Dallas, TX 75001"
196733,USB-C Charging Cable,1,11.95,06/14/19 11:22,"207 11th St, Los Angeles, CA 90001"
196734,20in Monitor,1,109.99,06/03/19 17:29,"225 7th St, New York City, NY 10001"
196735,Macbook Pro Laptop,1,1700,06/29/19 05:05,"717 5th St, Los Angeles, CA 90001"
196736,27in 4K Gaming Monitor,1,389.99,06/05/19 18:52,"123 Cedar St, Atlanta, GA 30301"
196737,iPhone,1,700,06/04/19 19:50,"843 Chestnut St, Boston, MA 02215"
196737,Lightning Charging Cable,1,14.95,06/04/19 19:50,"843 Chestnut St, Boston, MA 02215"
196738,Wired Headphones,1,11.99,06/24/19 14:21,"248 13th St, New York City, NY 10001"
196739,AA Batteries (4-pack),2,3.84,06/24/19 15:16,"962 Walnut St, San Francisco, CA 94016"
196739,iPhone,1,700,06/24/19 15:16,"962 Walnut St, San Francisco, CA 94016"
196740,ThinkPad Laptop,1,999.99,06/12/19 20:27,"899 Lake St, Los Angeles, CA 90001"
196741,AAA Batteries (4-pack),1,2.99,06/07/19 20:34,"688 Meadow St, San Francisco, CA 94016"
196742,27in FHD Monitor,1,149.99,06/23/19 15:14,"242 Johnson St, Los Angeles, CA 90001"
196743,AAA Batteries (4-pack),3,2.99,06/19/19 23:45,"328 Chestnut St, San Francisco, CA 94016"
196744,Flatscreen TV,1,300,06/02/19 14:17,"496 12th St, New York City, NY 10001"
196745,Flatscreen TV,1,300,06/25/19 17:18,"556 10th St, New York City, NY 10001"
196746,Apple Airpods Headphones,1,150,06/03/19 10:46,"106 Madison St, Boston, MA 02215"
196747,Macbook Pro Laptop,1,1700,06/25/19 18:27,"96 Willow St, San Francisco, CA 94016"
196748,iPhone,1,700,06/23/19 12:00,"299 Wilson St, Dallas, TX 75001"
196749,ThinkPad Laptop,1,999.99,06/11/19 09:42,"453 Walnut St, Los Angeles, CA 90001"
196750,AA Batteries (4-pack),1,3.84,06/12/19 15:23,"607 9th St, Boston, MA 02215"
196751,Bose SoundSport Headphones,1,99.99,06/30/19 11:02,"393 14th St, New York City, NY 10001"
196752,ThinkPad Laptop,1,999.99,06/02/19 11:06,"362 Center St, Los Angeles, CA 90001"
196753,Apple Airpods Headphones,1,150,06/07/19 22:36,"895 Center St, Boston, MA 02215"
196754,iPhone,1,700,06/11/19 19:20,"642 6th St, Atlanta, GA 30301"
196755,iPhone,1,700,06/26/19 20:18,"861 Jefferson St, San Francisco, CA 94016"
196756,Apple Airpods Headphones,1,150,06/28/19 13:43,"339 7th St, San Francisco, CA 94016"
196757,Wired Headphones,1,11.99,06/06/19 12:48,"432 Cedar St, Boston, MA 02215"
196758,Wired Headphones,1,11.99,06/23/19 20:24,"297 Main St, Los Angeles, CA 90001"
196759,34in Ultrawide Monitor,1,379.99,06/23/19 11:24,"661 Cherry St, San Francisco, CA 94016"
196760,USB-C Charging Cable,1,11.95,06/06/19 01:46,"267 Church St, San Francisco, CA 94016"
196761,AA Batteries (4-pack),1,3.84,06/05/19 12:11,"37 Center St, Los Angeles, CA 90001"
196762,AA Batteries (4-pack),1,3.84,06/02/19 12:31,"459 12th St, Dallas, TX 75001"
196763,USB-C Charging Cable,1,11.95,06/23/19 21:46,"758 Cherry St, Atlanta, GA 30301"
196764,Macbook Pro Laptop,1,1700,06/09/19 09:35,"752 Center St, San Francisco, CA 94016"
196765,Lightning Charging Cable,1,14.95,06/22/19 10:24,"177 South St, San Francisco, CA 94016"
196766,Lightning Charging Cable,2,14.95,06/14/19 06:13,"704 Wilson St, Seattle, WA 98101"
196767,USB-C Charging Cable,1,11.95,06/12/19 18:12,"54 5th St, Boston, MA 02215"
196768,USB-C Charging Cable,1,11.95,06/26/19 15:58,"494 5th St, Seattle, WA 98101"
196769,Wired Headphones,1,11.99,06/17/19 18:39,"484 Dogwood St, Portland, OR 97035"
196770,27in FHD Monitor,1,149.99,06/04/19 20:00,"628 14th St, San Francisco, CA 94016"
196771,AA Batteries (4-pack),2,3.84,06/04/19 08:33,"410 Hickory St, Los Angeles, CA 90001"
196772,Lightning Charging Cable,2,14.95,06/01/19 12:01,"149 Hickory St, Los Angeles, CA 90001"
196773,Bose SoundSport Headphones,1,99.99,06/17/19 17:26,"106 12th St, Dallas, TX 75001"
196774,ThinkPad Laptop,1,999.99,06/26/19 08:54,"177 Ridge St, Los Angeles, CA 90001"
196775,USB-C Charging Cable,1,11.95,06/05/19 14:41,"430 Cherry St, Atlanta, GA 30301"
196776,Apple Airpods Headphones,1,150,06/04/19 12:08,"520 7th St, Atlanta, GA 30301"
196777,USB-C Charging Cable,1,11.95,06/21/19 15:44,"239 Hickory St, San Francisco, CA 94016"
196778,iPhone,1,700,06/14/19 10:50,"974 Walnut St, San Francisco, CA 94016"
196779,ThinkPad Laptop,1,999.99,06/11/19 19:21,"303 Hill St, Dallas, TX 75001"
196780,USB-C Charging Cable,1,11.95,06/17/19 22:53,"626 Hill St, Dallas, TX 75001"
196781,USB-C Charging Cable,1,11.95,06/16/19 18:23,"445 Ridge St, Portland, OR 97035"
196782,USB-C Charging Cable,1,11.95,06/16/19 19:12,"985 Highland St, Atlanta, GA 30301"
196783,USB-C Charging Cable,1,11.95,06/17/19 10:25,"304 Chestnut St, New York City, NY 10001"
196784,AA Batteries (4-pack),1,3.84,06/26/19 15:00,"723 Main St, San Francisco, CA 94016"
196785,Bose SoundSport Headphones,1,99.99,06/12/19 18:40,"252 Cherry St, Boston, MA 02215"
196786,AA Batteries (4-pack),3,3.84,06/11/19 21:06,"761 Johnson St, Los Angeles, CA 90001"
196787,LG Dryer,1,600.0,06/10/19 19:33,"693 Center St, San Francisco, CA 94016"
196788,AAA Batteries (4-pack),2,2.99,06/12/19 11:16,"12 5th St, San Francisco, CA 94016"
196789,AA Batteries (4-pack),2,3.84,06/05/19 14:27,"993 8th St, New York City, NY 10001"
196790,Wired Headphones,1,11.99,06/11/19 20:53,"268 Cherry St, Austin, TX 73301"
196791,Bose SoundSport Headphones,1,99.99,06/15/19 10:25,"708 North St, Atlanta, GA 30301"
196791,USB-C Charging Cable,2,11.95,06/15/19 10:25,"708 North St, Atlanta, GA 30301"
196792,Apple Airpods Headphones,1,150,06/09/19 00:02,"78 Highland St, Boston, MA 02215"
196793,ThinkPad Laptop,1,999.99,06/10/19 21:06,"26 Park St, Atlanta, GA 30301"
196794,Macbook Pro Laptop,1,1700,06/19/19 16:04,"898 Dogwood St, New York City, NY 10001"
,,,,,
196795,AAA Batteries (4-pack),2,2.99,06/09/19 19:14,"926 River St, San Francisco, CA 94016"
196796,27in 4K Gaming Monitor,1,389.99,06/29/19 22:19,"57 Lincoln St, New York City, NY 10001"
196797,Apple Airpods Headphones,1,150,06/18/19 19:15,"898 8th St, Dallas, TX 75001"
196798,Lightning Charging Cable,1,14.95,06/29/19 13:36,"620 Hill St, Los Angeles, CA 90001"
196799,AAA Batteries (4-pack),1,2.99,06/04/19 19:45,"689 13th St, Portland, OR 97035"
196800,iPhone,1,700,06/11/19 21:39,"672 Jefferson St, Atlanta, GA 30301"
196801,Bose SoundSport Headphones,1,99.99,06/01/19 08:23,"162 West St, Atlanta, GA 30301"
196802,ThinkPad Laptop,1,999.99,06/15/19 13:08,"201 7th St, Austin, TX 73301"
196803,USB-C Charging Cable,1,11.95,06/12/19 21:32,"681 North St, Los Angeles, CA 90001"
196804,34in Ultrawide Monitor,1,379.99,06/28/19 17:29,"511 2nd St, Seattle, WA 98101"
196805,iPhone,1,700,06/11/19 16:05,"456 4th St, Austin, TX 73301"
196806,Wired Headphones,1,11.99,06/30/19 21:59,"778 Jefferson St, New York City, NY 10001"
196807,Apple Airpods Headphones,1,150,06/25/19 16:49,"767 Jefferson St, Los Angeles, CA 90001"
196808,34in Ultrawide Monitor,1,379.99,06/10/19 21:50,"916 5th St, Boston, MA 02215"
196809,Apple Airpods Headphones,1,150,06/01/19 11:32,"17 Park St, Los Angeles, CA 90001"
196810,AAA Batteries (4-pack),2,2.99,06/27/19 18:59,"804 Wilson St, Boston, MA 02215"
196811,iPhone,1,700,06/21/19 14:28,"340 River St, Los Angeles, CA 90001"
196812,Apple Airpods Headphones,1,150,06/19/19 21:36,"158 Highland St, San Francisco, CA 94016"
196813,USB-C Charging Cable,1,11.95,06/07/19 11:15,"903 Sunset St, Los Angeles, CA 90001"
196814,AA Batteries (4-pack),1,3.84,06/15/19 14:06,"135 Pine St, Seattle, WA 98101"
196815,Lightning Charging Cable,1,14.95,06/25/19 15:08,"110 Lincoln St, Austin, TX 73301"
196816,Macbook Pro Laptop,1,1700,06/23/19 09:37,"291 Cedar St, Dallas, TX 75001"
196817,Wired Headphones,1,11.99,06/11/19 12:00,"667 Main St, Seattle, WA 98101"
196818,Lightning Charging Cable,1,14.95,06/22/19 14:10,"984 11th St, Dallas, TX 75001"
196819,Apple Airpods Headphones,1,150,06/21/19 16:04,"101 Johnson St, Los Angeles, CA 90001"
196820,USB-C Charging Cable,1,11.95,06/03/19 10:31,"150 10th St, Boston, MA 02215"
196821,AA Batteries (4-pack),2,3.84,06/26/19 20:58,"865 Chestnut St, Boston, MA 02215"
196822,Bose SoundSport Headphones,1,99.99,06/06/19 16:19,"807 9th St, Portland, ME 04101"
196823,Bose SoundSport Headphones,1,99.99,06/29/19 14:53,"211 Center St, Atlanta, GA 30301"
196824,Bose SoundSport Headphones,1,99.99,06/01/19 13:05,"260 2nd St, San Francisco, CA 94016"
196825,27in 4K Gaming Monitor,1,389.99,06/22/19 15:05,"2 Chestnut St, Los Angeles, CA 90001"
196826,Lightning Charging Cable,1,14.95,06/05/19 16:43,"814 1st St, Atlanta, GA 30301"
196827,AAA Batteries (4-pack),1,2.99,06/05/19 08:06,"616 6th St, Boston, MA 02215"
196828,AA Batteries (4-pack),1,3.84,06/05/19 01:14,"336 Meadow St, Los Angeles, CA 90001"
196829,27in FHD Monitor,1,149.99,06/15/19 09:14,"210 Forest St, Los Angeles, CA 90001"
196830,AAA Batteries (4-pack),1,2.99,06/28/19 15:15,"670 Washington St, Boston, MA 02215"
196831,AAA Batteries (4-pack),1,2.99,06/22/19 21:54,"823 West St, Austin, TX 73301"
196832,USB-C Charging Cable,1,11.95,06/25/19 08:35,"769 Jefferson St, New York City, NY 10001"
196833,Wired Headphones,1,11.99,06/17/19 16:27,"517 Church St, Portland, OR 97035"
196834,Bose SoundSport Headphones,1,99.99,06/12/19 13:29,"502 5th St, Los Angeles, CA 90001"
196835,Bose SoundSport Headphones,1,99.99,06/09/19 18:55,"539 North St, Los Angeles, CA 90001"
196836,Google Phone,1,600,06/20/19 09:12,"6 Johnson St, Austin, TX 73301"
196836,USB-C Charging Cable,1,11.95,06/20/19 09:12,"6 Johnson St, Austin, TX 73301"
196837,iPhone,1,700,06/10/19 16:45,"170 Main St, New York City, NY 10001"
196838,Bose SoundSport Headphones,1,99.99,06/18/19 01:00,"945 Church St, Los Angeles, CA 90001"
196839,Apple Airpods Headphones,1,150,06/25/19 18:10,"787 8th St, San Francisco, CA 94016"
196840,27in FHD Monitor,1,149.99,06/09/19 19:55,"28 Maple St, San Francisco, CA 94016"
196841,AAA Batteries (4-pack),1,2.99,06/17/19 21:06,"566 8th St, San Francisco, CA 94016"
196842,Lightning Charging Cable,1,14.95,06/24/19 18:36,"682 Lakeview St, San Francisco, CA 94016"
196843,ThinkPad Laptop,1,999.99,06/10/19 12:21,"814 Lincoln St, Boston, MA 02215"
196844,Macbook Pro Laptop,1,1700,06/07/19 17:26,"534 5th St, Los Angeles, CA 90001"
196845,Bose SoundSport Headphones,1,99.99,06/09/19 00:35,"74 Elm St, San Francisco, CA 94016"
196846,Lightning Charging Cable,1,14.95,06/24/19 15:29,"379 Hickory St, San Francisco, CA 94016"
196847,Wired Headphones,1,11.99,06/14/19 23:34,"778 Ridge St, San Francisco, CA 94016"
196848,AA Batteries (4-pack),2,3.84,06/07/19 11:46,"377 Adams St, Seattle, WA 98101"
196849,Apple Airpods Headphones,1,150,06/27/19 21:11,"210 7th St, San Francisco, CA 94016"
196850,Bose SoundSport Headphones,1,99.99,06/07/19 20:03,"378 Dogwood St, Boston, MA 02215"
196851,AAA Batteries (4-pack),1,2.99,06/25/19 17:29,"683 North St, Los Angeles, CA 90001"
196852,Apple Airpods Headphones,1,150,06/25/19 14:09,"911 Main St, Los Angeles, CA 90001"
196853,34in Ultrawide Monitor,1,379.99,06/23/19 21:54,"305 9th St, San Francisco, CA 94016"
196854,AAA Batteries (4-pack),1,2.99,06/26/19 17:42,"908 Willow St, Los Angeles, CA 90001"
196855,USB-C Charging Cable,1,11.95,06/26/19 19:53,"584 Park St, Boston, MA 02215"
196856,Apple Airpods Headphones,1,150,06/09/19 17:56,"219 5th St, Atlanta, GA 30301"
196857,ThinkPad Laptop,1,999.99,06/16/19 08:37,"855 Jefferson St, San Francisco, CA 94016"
196858,USB-C Charging Cable,1,11.95,06/05/19 12:19,"160 9th St, Los Angeles, CA 90001"
196859,Vareebadd Phone,1,400,06/17/19 17:55,"318 Sunset St, Atlanta, GA 30301"
196860,USB-C Charging Cable,2,11.95,06/10/19 21:19,"463 Johnson St, Austin, TX 73301"
196861,Flatscreen TV,1,300,06/24/19 14:51,"90 Forest St, Seattle, WA 98101"
196862,Lightning Charging Cable,1,14.95,06/26/19 11:12,"426 North St, New York City, NY 10001"
196863,AA Batteries (4-pack),1,3.84,06/07/19 10:40,"198 Jackson St, San Francisco, CA 94016"
196864,Apple Airpods Headphones,1,150,06/09/19 14:37,"275 Lakeview St, Atlanta, GA 30301"
196865,Wired Headphones,1,11.99,06/25/19 11:12,"644 7th St, New York City, NY 10001"
196866,Google Phone,1,600,06/08/19 16:47,"234 11th St, San Francisco, CA 94016"
196867,iPhone,1,700,06/22/19 20:46,"697 Church St, Los Angeles, CA 90001"
196868,AAA Batteries (4-pack),1,2.99,06/19/19 15:53,"580 Church St, San Francisco, CA 94016"
196869,Apple Airpods Headphones,1,150,06/04/19 12:25,"598 Spruce St, San Francisco, CA 94016"
196870,AA Batteries (4-pack),1,3.84,06/16/19 14:47,"366 14th St, Los Angeles, CA 90001"
196871,Lightning Charging Cable,1,14.95,06/06/19 13:17,"891 Jefferson St, San Francisco, CA 94016"
196872,USB-C Charging Cable,1,11.95,06/23/19 15:41,"124 Willow St, Boston, MA 02215"
196873,Apple Airpods Headphones,1,150,06/24/19 19:06,"902 8th St, Portland, ME 04101"
196874,Bose SoundSport Headphones,1,99.99,06/07/19 22:16,"740 Ridge St, Portland, ME 04101"
196875,27in 4K Gaming Monitor,1,389.99,06/05/19 00:16,"584 Highland St, San Francisco, CA 94016"
196876,Bose SoundSport Headphones,1,99.99,06/15/19 10:17,"591 Hickory St, Dallas, TX 75001"
196877,LG Washing Machine,1,600.0,06/13/19 15:37,"27 Jefferson St, Los Angeles, CA 90001"
196878,20in Monitor,1,109.99,06/24/19 00:21,"149 Lincoln St, Los Angeles, CA 90001"
196879,27in 4K Gaming Monitor,1,389.99,06/29/19 16:54,"249 Chestnut St, Boston, MA 02215"
196880,USB-C Charging Cable,1,11.95,06/23/19 17:26,"913 Hill St, Dallas, TX 75001"
196881,AA Batteries (4-pack),1,3.84,06/16/19 20:29,"298 Johnson St, Dallas, TX 75001"
196882,USB-C Charging Cable,2,11.95,06/05/19 21:32,"915 Washington St, Los Angeles, CA 90001"
196883,USB-C Charging Cable,1,11.95,06/05/19 16:04,"642 Lake St, Dallas, TX 75001"
196884,Lightning Charging Cable,1,14.95,06/09/19 13:51,"471 Forest St, Los Angeles, CA 90001"
196885,Apple Airpods Headphones,1,150,06/05/19 12:11,"844 Walnut St, New York City, NY 10001"
196886,iPhone,1,700,06/29/19 11:19,"838 8th St, San Francisco, CA 94016"
196887,Wired Headphones,1,11.99,06/17/19 21:13,"906 Main St, New York City, NY 10001"
196888,Macbook Pro Laptop,1,1700,06/25/19 22:14,"985 Cedar St, Atlanta, GA 30301"
196889,Wired Headphones,1,11.99,06/06/19 01:05,"583 5th St, New York City, NY 10001"
196890,Lightning Charging Cable,1,14.95,06/02/19 13:25,"268 Johnson St, New York City, NY 10001"
196891,Bose SoundSport Headphones,1,99.99,06/14/19 10:57,"320 Willow St, Dallas, TX 75001"
196892,27in FHD Monitor,1,149.99,06/08/19 20:16,"397 Sunset St, Atlanta, GA 30301"
196893,AA Batteries (4-pack),2,3.84,06/18/19 20:51,"473 Meadow St, Dallas, TX 75001"
196894,27in FHD Monitor,1,149.99,06/01/19 19:51,"85 Maple St, Portland, OR 97035"
196895,AA Batteries (4-pack),3,3.84,06/16/19 10:07,"59 Park St, San Francisco, CA 94016"
196896,Google Phone,1,600,06/03/19 14:12,"204 6th St, Los Angeles, CA 90001"
196897,27in 4K Gaming Monitor,1,389.99,06/17/19 12:13,"59 Lake St, Portland, OR 97035"
196898,20in Monitor,1,109.99,06/19/19 18:51,"672 Wilson St, Austin, TX 73301"
196899,AAA Batteries (4-pack),1,2.99,06/19/19 18:48,"900 Church St, Boston, MA 02215"
196900,AAA Batteries (4-pack),3,2.99,06/05/19 18:21,"496 Forest St, New York City, NY 10001"
196901,AAA Batteries (4-pack),1,2.99,06/22/19 14:29,"954 Madison St, Boston, MA 02215"
196902,USB-C Charging Cable,1,11.95,06/21/19 07:13,"629 Jackson St, San Francisco, CA 94016"
196903,Apple Airpods Headphones,1,150,06/06/19 18:45,"10 South St, San Francisco, CA 94016"
196904,AA Batteries (4-pack),1,3.84,06/21/19 09:02,"657 Madison St, San Francisco, CA 94016"
196905,Vareebadd Phone,1,400,06/18/19 14:03,"523 Hill St, Boston, MA 02215"
196906,AAA Batteries (4-pack),1,2.99,06/06/19 10:47,"933 8th St, Dallas, TX 75001"
196907,34in Ultrawide Monitor,1,379.99,06/29/19 22:48,"402 Cedar St, San Francisco, CA 94016"
196908,Apple Airpods Headphones,1,150,06/02/19 18:48,"268 Willow St, San Francisco, CA 94016"
196909,27in FHD Monitor,1,149.99,06/08/19 15:38,"508 7th St, San Francisco, CA 94016"
196910,Bose SoundSport Headphones,1,99.99,06/07/19 11:53,"740 13th St, San Francisco, CA 94016"
196911,AAA Batteries (4-pack),1,2.99,06/14/19 12:54,"171 Lakeview St, Los Angeles, CA 90001"
196912,27in FHD Monitor,1,149.99,06/18/19 18:20,"788 10th St, New York City, NY 10001"
196913,Wired Headphones,1,11.99,06/30/19 18:40,"639 Church St, Seattle, WA 98101"
196914,27in 4K Gaming Monitor,1,389.99,06/14/19 18:58,"819 Forest St, San Francisco, CA 94016"
196915,Apple Airpods Headphones,1,150,06/15/19 17:37,"43 Wilson St, Portland, OR 97035"
196916,AAA Batteries (4-pack),4,2.99,06/13/19 13:04,"926 Lake St, Boston, MA 02215"
196917,Wired Headphones,1,11.99,06/28/19 10:59,"566 Jackson St, San Francisco, CA 94016"
196917,USB-C Charging Cable,1,11.95,06/28/19 10:59,"566 Jackson St, San Francisco, CA 94016"
196918,Bose SoundSport Headphones,1,99.99,06/26/19 08:51,"998 River St, San Francisco, CA 94016"
196919,AA Batteries (4-pack),1,3.84,06/06/19 23:07,"441 2nd St, Austin, TX 73301"
196920,Bose SoundSport Headphones,1,99.99,06/21/19 13:35,"771 Elm St, Portland, OR 97035"
196921,Lightning Charging Cable,1,14.95,06/25/19 15:00,"960 12th St, Los Angeles, CA 90001"
196922,Wired Headphones,1,11.99,06/05/19 14:35,"688 Ridge St, Los Angeles, CA 90001"
196923,AA Batteries (4-pack),1,3.84,06/11/19 18:41,"339 5th St, New York City, NY 10001"
196924,USB-C Charging Cable,1,11.95,06/03/19 21:46,"166 Highland St, Austin, TX 73301"
196925,Lightning Charging Cable,2,14.95,06/04/19 20:16,"21 South St, Portland, ME 04101"
196926,Lightning Charging Cable,1,14.95,06/24/19 14:33,"588 Jefferson St, Dallas, TX 75001"
196927,27in FHD Monitor,1,149.99,06/06/19 09:24,"319 Cherry St, Boston, MA 02215"
196928,AA Batteries (4-pack),2,3.84,06/15/19 00:34,"906 Hickory St, Austin, TX 73301"
196929,iPhone,1,700,06/06/19 19:05,"899 Park St, New York City, NY 10001"
196929,Apple Airpods Headphones,1,150,06/06/19 19:05,"899 Park St, New York City, NY 10001"
196930,Wired Headphones,1,11.99,06/08/19 18:59,"681 West St, San Francisco, CA 94016"
196931,AA Batteries (4-pack),1,3.84,06/21/19 21:15,"865 7th St, Boston, MA 02215"
196932,Vareebadd Phone,1,400,06/29/19 10:32,"314 Adams St, San Francisco, CA 94016"
